Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,SKU223,38.49933975275164,2,572,9432.43276386239,Male,61,15,19,6,Carrier C,3.7881761715060396,Supplier 4,Mumbai,30,813,19,74.73848291174463,Pass,1.2393400303435644,Road,Route A,702.9807843725474
cosmetics,SKU224,97.26412218887924,58,606,5409.702151121109,Unknown,49,15,7,3,Carrier B,2.0290326318781817,Supplier 4,Mumbai,13,426,7,26.611134523912476,Pending,2.262576337019877,Air,Route A,653.5737268463001
haircare,SKU225,37.812901443746064,64,295,4558.366259816106,Non-binary,98,15,39,4,Carrier B,8.372857875181694,Supplier 1,Chennai,5,331,11,93.02703407101242,Pending,2.5078549172185696,Rail,Route C,401.50706830400475
haircare,SKU226,88.90239966311506,100,361,6810.500253828246,Male,76,15,40,4,Carrier B,5.680131772967473,Supplier 2,Kolkata,24,985,15,36.219731482155154,Fail,1.8951048654944436,Sea,Route B,752.1381341236756
haircare,SKU227,1.6999760138659377,17,296,5454.647398469014,Male,88,24,4,2,Carrier B,2.363179319766527,Supplier 3,Kolkata,17,612,20,52.509713582199346,Fail,1.9038782881458247,Sea,Route A,619.1293492772189
haircare,SKU228,82.82051815808566,67,737,2560.399905742686,Non-binary,41,6,62,2,Carrier C,5.642076989283601,Supplier 1,Chennai,10,497,20,54.29877790304883,Pass,1.8266088845150046,Rail,Route A,681.8427204132106
haircare,SKU229,4.033228065739436,74,469,5139.959792611122,Unknown,16,25,34,5,Carrier B,4.158762596003477,Supplier 4,Kolkata,11,104,30,77.1098958162417,Pending,2.6078049002518284,Road,Route B,338.5244066900656
cosmetics,SKU230,82.41956443612418,70,362,6516.867003910647,Female,35,11,30,4,Carrier B,7.522135341748822,Supplier 3,Kolkata,8,197,13,28.15051681543571,Pending,2.946110712249001,Air,Route B,918.8172465775872
cosmetics,SKU231,37.03615039188331,33,996,7136.292702685931,Non-binary,0,11,54,2,Carrier A,9.721715711689104,Supplier 1,Bangalore,19,766,9,60.289008764471504,Fail,3.20609578191865,Sea,Route A,533.5082844972013
cosmetics,SKU232,47.59687605983171,86,701,4642.331479012977,Non-binary,13,21,19,8,Carrier A,1.0134865660958965,Supplier 5,Delhi,10,249,6,77.47023251893523,Fail,0.22809188090977495,Air,Route B,541.3479543572583
skincare,SKU233,88.54279452477087,40,609,7380.133798259816,Female,78,22,36,6,Carrier B,4.756557165037667,Supplier 4,Kolkata,20,985,14,47.89019034296304,Pending,2.3818569552382858,Air,Route A,347.31080842259047
haircare,SKU234,14.328713429106521,56,198,6720.086101435638,Male,31,1,26,7,Carrier A,3.4930495052995503,Supplier 3,Delhi,28,215,15,94.07238177770301,Pass,4.939255288620948,Rail,Route A,390.15867850446296
haircare,SKU235,57.19602968918505,13,356,6597.156953760172,Unknown,70,18,64,3,Carrier C,5.657870579900013,Supplier 2,Chennai,24,735,18,35.90294039713957,Pending,2.0976330528713887,Rail,Route A,799.9674714664473
haircare,SKU236,10.535218292749974,73,537,7180.673371187977,Female,16,20,55,3,Carrier B,9.346554642655743,Supplier 4,Mumbai,22,863,10,29.19044621281665,Fail,2.848269542189295,Air,Route C,250.98243909939953
haircare,SKU237,1.6999760138659377,100,255,5571.454448746243,Non-binary,50,30,23,5,Carrier B,9.400952214702304,Supplier 3,Bangalore,12,657,4,1.0850685695870688,Pending,2.16833150844526,Air,Route C,508.03946538279325
skincare,SKU238,65.43346813357995,45,662,2597.6323624124793,Non-binary,18,1,22,6,Carrier A,3.7642464989810134,Supplier 1,Kolkata,16,754,7,88.37389199001117,Pending,4.354255973995253,Rail,Route A,697.2010912482048
haircare,SKU239,43.061941925631224,70,996,1061.618523013288,Unknown,24,12,72,10,Carrier B,5.110248467447836,Supplier 1,Delhi,5,705,15,85.72915552330247,Fail,1.3505089885685462,Air,Route A,729.8533788307259
cosmetics,SKU240,75.59734898241904,1,8,5862.987032398418,Male,47,25,64,7,Carrier C,5.139560324537556,Supplier 5,Delhi,18,508,29,49.66496547808709,Pending,3.1059085339647483,Sea,Route A,640.4399564683974
haircare,SKU241,72.723484186691,69,8,9256.40465276506,Female,58,22,66,1,Carrier B,4.294302212742687,Supplier 5,Chennai,26,267,16,68.60442556646058,Fail,2.8645751550986254,Rail,Route C,787.1141633169074
skincare,SKU242,71.63655816075376,51,762,5566.138024961993,Non-binary,100,11,17,2,Carrier C,4.263125409241083,Supplier 1,Chennai,22,573,17,99.46610860359912,Pending,4.939255288620948,Rail,Route B,113.20993476880335
haircare,SKU243,67.33473622284895,30,143,5329.670633718976,Non-binary,71,16,54,3,Carrier B,4.160713092395762,Supplier 1,Kolkata,7,687,11,23.608654131603473,Pass,0.1642250910707177,Road,Route B,512.2442508531406
cosmetics,SKU244,1.6999760138659377,68,351,1775.299717999038,Non-binary,16,27,54,9,Carrier A,9.92981624527726,Supplier 3,Bangalore,28,605,24,47.38041006995008,Fail,3.9448751520896153,Rail,Route A,919.8148686104345
haircare,SKU245,13.845303957037991,1,8,7578.562206481018,Male,81,30,66,8,Carrier B,1.9866958975034077,Supplier 3,Mumbai,4,207,22,69.94858215793843,Fail,1.2872138222843656,Sea,Route B,662.7869625911679
haircare,SKU246,35.60284302812416,3,691,5939.909374716382,Female,55,29,56,6,Carrier C,6.302692403232023,Supplier 4,Mumbai,13,324,1,61.54780334359815,Fail,2.231069735281567,Air,Route A,573.6984353025368
skincare,SKU247,88.9000745789557,17,55,1276.5848802546507,Male,42,3,63,9,Carrier B,1.0134865660958965,Supplier 4,Mumbai,30,382,15,56.46945314167633,Pass,2.3901767357689345,Road,Route B,997.4134501331946
haircare,SKU248,55.711134846717385,52,851,5249.390106313713,Unknown,18,13,31,5,Carrier A,4.140128495602729,Supplier 4,Mumbai,29,590,18,55.84856745959076,Fail,0.6308352399060488,Road,Route C,500.76604659196687
skincare,SKU249,89.95300708132451,8,117,6862.430063679978,Unknown,94,15,58,5,Carrier C,6.050100888062771,Supplier 2,Mumbai,24,385,8,23.708409796132734,Pass,1.6390527724458783,Road,Route C,281.56158962902725
skincare,SKU250,99.1713286386242,60,41,2608.4627104370825,Female,76,20,34,7,Carrier C,7.434448760278442,Supplier 1,Kolkata,13,527,15,35.0258625870948,Pending,2.4592475315344573,Road,Route A,318.74807099736233
haircare,SKU251,42.3899222951042,54,217,4451.74266646231,Male,70,26,1,1,Carrier A,6.5162589177907835,Supplier 2,Bangalore,19,180,12,28.209641897169472,Pending,3.076874889570651,Sea,Route C,261.5020676700617
skincare,SKU252,85.24730307581487,59,909,6695.544232255688,Unknown,53,29,84,8,Carrier C,9.011999352803809,Supplier 2,Mumbai,10,533,1,99.46610860359912,Pass,4.5741473781382425,Road,Route A,564.9809627709889
haircare,SKU253,30.29828751748465,70,772,5162.287312943523,Female,48,22,51,5,Carrier C,2.286552084394905,Supplier 4,Kolkata,17,104,7,42.9579407765787,Fail,3.7040909320204642,Road,Route C,158.59669552906695
skincare,SKU254,19.378917961631426,27,268,3520.5811528236986,Female,86,11,32,3,Carrier C,6.361499133244827,Supplier 4,Chennai,26,492,8,79.27188624650279,Pass,3.348193495935857,Sea,Route B,724.0956282778182
cosmetics,SKU255,40.61338416376462,79,461,6735.211042228411,Non-binary,100,7,83,5,Carrier B,7.640927644481254,Supplier 1,Bangalore,6,260,17,31.063557793977555,Pending,0.8380161212908008,Air,Route B,422.4463256795088
cosmetics,SKU256,58.186525601164064,70,355,5610.8462105375,Unknown,18,3,25,7,Carrier B,4.870887737882957,Supplier 2,Kolkata,2,607,15,79.65575722060186,Pending,2.2969069322823774,Road,Route B,252.03559015138404
haircare,SKU257,34.11930802671533,96,707,5316.706486916985,Female,66,8,24,3,Carrier C,7.8587329588239765,Supplier 2,Delhi,30,678,16,95.72809725880026,Fail,2.238677003760519,Air,Route B,372.9062719282613
skincare,SKU258,20.233912304406427,2,463,9102.651767458152,Non-binary,76,1,26,10,Carrier B,8.697858027956414,Supplier 2,Kolkata,29,204,14,1.0850685695870688,Pending,2.08290787125117,Sea,Route C,924.005935164817
skincare,SKU259,3.864743384412229,66,341,8078.975443004867,Male,58,28,33,6,Carrier B,6.890288657041109,Supplier 1,Mumbai,16,727,6,1.0850685695870688,Pending,3.532777612350236,Rail,Route A,856.2682584975466
haircare,SKU260,43.13065865770174,52,471,1061.618523013288,Non-binary,45,12,68,7,Carrier B,6.4667534808454255,Supplier 5,Kolkata,30,436,18,1.0850685695870688,Fail,1.9649728674853535,Air,Route A,476.04619608135386
skincare,SKU261,66.96496641316226,57,648,3857.0350639750695,Female,7,15,39,1,Carrier C,2.729992152712694,Supplier 4,Mumbai,30,715,7,54.04038752181437,Pending,1.4497222141310377,Sea,Route C,578.5081639945118
cosmetics,SKU262,44.83484804977941,62,688,6757.017908330436,Unknown,86,19,26,4,Carrier A,4.190255510142131,Supplier 1,Chennai,30,985,18,52.02025806714717,Pending,4.303295051846099,Air,Route A,594.5762593381013
skincare,SKU263,95.77153032051041,16,478,7866.9338523510105,Male,25,13,1,2,Carrier A,4.414878193305598,Supplier 2,Kolkata,28,104,15,67.53408640270857,Fail,4.939255288620948,Road,Route B,249.16231604866812
skincare,SKU264,96.87695003300054,72,640,9040.232997187906,Unknown,35,12,49,6,Carrier C,6.971398498006124,Supplier 5,Bangalore,14,985,14,35.72012648931136,Pending,2.111788752599606,Road,Route B,664.0498624570083
skincare,SKU265,71.53935141971832,27,341,6603.761503727568,Male,81,24,31,1,Carrier B,7.944698867954827,Supplier 5,Bangalore,6,331,8,16.493556306011797,Pass,2.423959321160469,Rail,Route A,637.4626216321257
skincare,SKU266,69.13213865903263,55,173,6707.936047247381,Male,0,17,69,5,Carrier A,9.92981624527726,Supplier 1,Kolkata,25,280,30,62.56971975596934,Pass,3.5536952956334495,Rail,Route B,815.6930072927123
skincare,SKU267,31.12054675685295,43,815,6636.291739207689,Male,20,9,42,5,Carrier B,9.668787985889345,Supplier 3,Mumbai,12,626,13,1.0850685695870688,Pending,2.7397529489300174,Rail,Route A,341.29954729605754
skincare,SKU268,25.275284313368463,2,404,4649.579150808995,Female,92,17,23,9,Carrier C,4.1336659811575345,Supplier 4,Mumbai,24,808,4,34.50647304978434,Pending,0.9383979734629619,Air,Route B,592.0356639838193
haircare,SKU269,22.385833386763938,50,919,5781.871209030763,Unknown,16,17,8,3,Carrier A,6.0720443580811105,Supplier 5,Kolkata,20,377,12,49.6111603791015,Fail,1.1404308847786575,Sea,Route C,444.15895702539063
cosmetics,SKU270,67.95957164621801,62,509,7638.121749316918,Female,15,10,20,6,Carrier A,1.0134865660958965,Supplier 2,Kolkata,8,694,13,60.95333457618506,Pass,4.939255288620948,Road,Route A,593.6963666196243
cosmetics,SKU271,65.71470530712486,96,666,5695.073376580798,Unknown,42,18,74,1,Carrier C,6.678106172448467,Supplier 4,Bangalore,13,430,16,21.18903530682774,Pass,2.7637154999699494,Air,Route B,401.36196788935376
skincare,SKU272,43.09545611844145,16,786,7410.545412272095,Male,26,5,59,10,Carrier B,6.390048558288146,Supplier 1,Kolkata,30,521,7,63.036969534069044,Pending,0.0186075676310149,Road,Route B,568.1489719139724
haircare,SKU273,99.1713286386242,79,421,5734.093225896888,Male,42,24,94,6,Carrier B,1.0134865660958965,Supplier 3,Chennai,20,688,30,46.29741726712425,Pending,0.0186075676310149,Road,Route B,103.91624796070496
cosmetics,SKU274,55.90899909746962,34,177,4542.524206647749,Non-binary,91,8,36,7,Carrier C,8.263779062135063,Supplier 4,Delhi,28,598,30,29.45588693494611,Pass,0.0186075676310149,Sea,Route B,621.1480059963044
haircare,SKU275,77.96693203188565,51,131,8093.115312317061,Female,30,10,41,8,Carrier B,1.0134865660958965,Supplier 4,Mumbai,16,631,21,64.50518567161294,Pending,4.939255288620948,Air,Route A,484.96186128454724
cosmetics,SKU276,75.4449618245099,10,653,9482.014201286804,Non-binary,59,13,61,1,Carrier A,7.9874812987620185,Supplier 3,Bangalore,16,847,18,61.757916689695264,Pending,0.8505633629542075,Sea,Route A,848.2583946140574
cosmetics,SKU277,93.92411034815679,26,8,5854.935239021911,Female,100,29,63,5,Carrier C,7.154370704716645,Supplier 4,Mumbai,23,594,14,34.2438014936515,Pass,0.8521924278595492,Rail,Route A,514.1535097991953
haircare,SKU278,22.752624727508188,69,417,3972.311960501515,Non-binary,72,13,66,10,Carrier A,5.771461248878233,Supplier 1,Bangalore,14,836,4,98.58866337089935,Pending,2.5312989179659486,Air,Route A,480.18746657229804
haircare,SKU279,33.552154511511525,60,749,5626.845124317643,Male,0,19,1,7,Carrier C,9.122307750374919,Supplier 1,Mumbai,11,147,13,33.729263321626185,Pending,3.1957337980519958,Sea,Route B,649.6864493486404
cosmetics,SKU280,79.54803017601634,55,375,3826.4703533446136,Female,42,24,54,2,Carrier B,5.652965090043085,Supplier 2,Delhi,13,413,11,30.140551509837827,Pass,2.175581980849617,Rail,Route A,556.3415277225322
haircare,SKU281,42.95027706851719,1,653,4117.953487327863,Non-binary,38,30,65,10,Carrier B,4.272625246826402,Supplier 3,Chennai,16,944,14,66.37082600800115,Pending,1.082137856059505,Air,Route B,664.9677444984746
skincare,SKU282,99.1713286386242,41,463,2976.8602497402635,Male,45,6,41,3,Carrier C,5.274889131077778,Supplier 5,Bangalore,9,273,6,74.17847163103885,Pass,3.354425183393253,Sea,Route B,588.4090126395268
haircare,SKU283,60.93752083430877,100,711,3808.7431232756408,Female,0,9,32,3,Carrier C,9.533369883760267,Supplier 1,Delhi,21,779,24,67.12711455931289,Pending,3.407443676123884,Air,Route A,511.29821004522734
haircare,SKU284,64.66381721861723,57,790,9866.465457979695,Male,98,25,1,7,Carrier C,5.2900554784435165,Supplier 4,Kolkata,30,985,13,39.35538900332812,Fail,3.754454499222366,Rail,Route A,470.2771305345448
skincare,SKU285,25.936064011840163,48,693,8016.477696548326,Male,74,22,3,3,Carrier B,7.052327447944176,Supplier 4,Bangalore,22,380,17,89.45401351686738,Pass,2.0599830492004867,Sea,Route B,339.4421396354546
cosmetics,SKU286,73.97060700010803,51,838,3876.0814771182127,Non-binary,65,14,70,8,Carrier B,7.054627634110765,Supplier 4,Kolkata,19,985,14,44.99265010356911,Pending,0.43938235825442296,Rail,Route A,606.056085922596
cosmetics,SKU287,99.1713286386242,68,148,5957.737123448114,Unknown,44,9,22,2,Carrier B,3.4426112918173044,Supplier 3,Chennai,12,802,13,47.49907774056412,Pass,2.5997595726481357,Road,Route B,337.99165881753254
cosmetics,SKU288,25.81630051937028,1,48,5380.255307797989,Non-binary,60,11,86,5,Carrier A,4.324642436285093,Supplier 2,Kolkata,19,753,10,37.34513302764705,Fail,3.766797972585466,Rail,Route C,844.1425700890178
skincare,SKU289,70.57802936797061,11,685,1788.9917182630384,Unknown,80,15,46,1,Carrier B,4.477388458562715,Supplier 5,Mumbai,25,325,27,51.969609182827554,Fail,3.8473242995860018,Air,Route A,485.3186480082879
haircare,SKU290,9.592719583869396,59,8,1946.9249203047707,Unknown,32,5,53,6,Carrier A,9.029634170362728,Supplier 3,Mumbai,19,565,18,10.299464628387511,Fail,2.140281719972596,Road,Route A,739.8720417269737
skincare,SKU291,15.766369535235718,12,241,4789.53148744619,Non-binary,41,1,1,2,Carrier B,4.4627362296795186,Supplier 5,Kolkata,2,514,19,65.61965079593712,Fail,1.308230904786173,Rail,Route C,652.590428811117
cosmetics,SKU292,58.40891736963609,47,927,1061.618523013288,Non-binary,64,18,32,3,Carrier A,5.153873729907196,Supplier 1,Mumbai,9,359,1,1.0850685695870688,Fail,3.0069989281804643,Road,Route B,232.31229983998276
cosmetics,SKU293,1.6999760138659377,77,657,9866.465457979695,Male,82,16,64,6,Carrier A,3.0022683622718267,Supplier 5,Kolkata,24,125,28,36.68594579421426,Pending,3.431206016410316,Road,Route B,506.68155024559127
haircare,SKU294,66.52628964493881,43,875,3221.359398767528,Unknown,26,18,42,7,Carrier A,3.494284892624914,Supplier 1,Kolkata,29,115,18,25.01063493627862,Pass,2.3978784519703464,Sea,Route B,752.7923810094077
cosmetics,SKU295,65.46470003896557,9,559,3415.6095261776027,Male,45,15,62,5,Carrier C,1.0134865660958965,Supplier 4,Mumbai,10,394,30,64.6614107232657,Pass,0.18079401205230905,Air,Route C,394.62907229572676
skincare,SKU296,1.6999760138659377,49,764,3494.034161714224,Unknown,73,28,32,10,Carrier A,4.7588420109979035,Supplier 4,Chennai,10,622,9,39.64115318294633,Pass,1.7664553260483609,Air,Route B,425.1671840375136
skincare,SKU297,82.09497535122523,7,600,8115.2234362240715,Male,42,6,50,8,Carrier C,1.0948825710756616,Supplier 1,Bangalore,15,396,9,64.49069342608686,Fail,1.5641105532375463,Rail,Route C,236.2524304228
haircare,SKU298,49.315295469058064,12,217,8437.64934204957,Male,38,13,71,5,Carrier C,7.806239340568249,Supplier 5,Chennai,22,985,18,39.20304218674059,Pending,2.173153750939368,Sea,Route A,771.4812948853444
skincare,SKU299,1.6999760138659377,24,640,1990.8521926022622,Non-binary,8,11,31,3,Carrier C,9.92981624527726,Supplier 4,Chennai,18,597,20,41.75236382531698,Pass,4.939255288620948,Road,Route C,857.7391283978252
skincare,SKU300,45.463252508101,84,89,5480.62644651103,Unknown,92,12,71,7,Carrier B,5.617250182721476,Supplier 1,Chennai,29,614,10,41.25221974829314,Fail,1.2333754708970492,Rail,Route A,236.77212995996257
haircare,SKU301,10.168536447505744,75,373,5439.778708536963,Female,79,11,80,6,Carrier B,6.531367203427751,Supplier 2,Chennai,9,623,30,99.28326920358808,Fail,1.7949668080000882,Air,Route A,335.4385285159761
haircare,SKU302,65.86547590228278,10,996,9866.465457979695,Unknown,39,27,54,5,Carrier B,6.044500831083075,Supplier 1,Bangalore,6,531,15,43.33349115067438,Pending,2.533398876069823,Air,Route A,633.5034344298452
haircare,SKU303,45.629183201797254,74,100,6961.6909773061,Male,19,11,26,2,Carrier A,3.080019902576391,Supplier 5,Bangalore,15,375,17,43.51661078473099,Pending,2.333549855286288,Sea,Route C,885.5216923583883
cosmetics,SKU304,99.1713286386242,54,779,8354.408639277493,Unknown,20,23,43,5,Carrier B,3.575103382767597,Supplier 2,Chennai,28,663,10,59.983730768248535,Pass,3.100304819066583,Rail,Route B,558.7497671430972
skincare,SKU305,19.87670034115866,60,425,5820.691269395286,Female,90,26,32,3,Carrier B,3.6868265943436374,Supplier 4,Delhi,26,985,7,55.26566972600146,Fail,2.179256307284884,Road,Route C,706.5783828550252
skincare,SKU306,42.85989377801653,80,182,6724.366444856462,Female,24,19,64,3,Carrier C,2.593448500663706,Supplier 3,Chennai,14,309,6,38.304299614941876,Pass,2.7911911300428085,Air,Route A,741.6240294478218
haircare,SKU307,99.1713286386242,86,233,4691.4977739226,Unknown,35,20,57,8,Carrier A,1.0134865660958965,Supplier 1,Mumbai,30,166,21,75.7764893837892,Fail,2.787274081249614,Road,Route A,871.8133372755676
skincare,SKU308,86.20029433753429,20,598,8555.451046212736,Unknown,15,17,75,2,Carrier B,9.544934995963953,Supplier 2,Chennai,28,538,7,8.054041322375504,Pending,1.6477870481554742,Sea,Route C,291.84109286095673
haircare,SKU309,70.09681087995183,65,668,1130.0504200741852,Male,36,18,74,3,Carrier B,2.939223224656716,Supplier 5,Bangalore,30,517,1,1.0850685695870688,Pass,3.1559241218016862,Air,Route B,407.1256876566276
haircare,SKU310,95.37464480074523,44,143,8217.655070097966,Female,66,8,32,8,Carrier B,4.82738403834734,Supplier 2,Chennai,10,889,1,54.01329438748865,Pending,1.8558187358864648,Rail,Route B,530.5741253847334
haircare,SKU311,53.24654460003618,35,356,6238.446418347274,Unknown,83,9,53,4,Carrier A,4.720028913975991,Supplier 1,Kolkata,13,454,9,1.0850685695870688,Pending,2.4411598148628877,Air,Route A,814.613047216659
skincare,SKU312,13.598827981784744,1,287,7378.172643773596,Non-binary,73,29,18,7,Carrier C,2.756302095876327,Supplier 2,Bangalore,16,504,9,52.13367939091987,Pending,2.9988810212970414,Rail,Route B,608.3436817096085
cosmetics,SKU313,82.00631744519801,1,878,9866.465457979695,Female,56,21,61,10,Carrier A,6.918188798074829,Supplier 5,Mumbai,6,423,18,15.49677330591155,Pending,2.3600826981640015,Road,Route A,370.4478622071073
skincare,SKU314,54.400256132725175,78,378,3725.0563689212518,Female,100,3,84,3,Carrier B,3.6684945951869117,Supplier 2,Mumbai,26,771,5,46.00495172035692,Fail,0.0186075676310149,Air,Route C,550.1209154909252
